"adress","rating","nbreviews"
"22 rue des Pyramides, 75001 Paris, France","4.5","285"
"14 rue de Marignan | Hotel Marignan Paris, 75008 Paris, France","4","60"
"38 rue de Saintonge, 75003 Paris, France","4.5","116"
"13 rue du commandant Rene Mouchotte, 75014 Paris, France","4","113"
"35 rue de Montholon, 75009 Paris, France","5","335"
"5 Place de Clichy, 75017 Paris, France","3.5","1226"
"53 rue de Charenton, 75012 Paris, France","5","60"
"118 boulevard du Montparnasse, 75014 Paris, France","5","507"
"40 rue Jean Baptiste Pigalle, 75009 Paris, France","4","58"
"6 Place de la Republique, 75011 Paris, France","3.5","468"
"10 rue des Pyramides, 75001 Paris, France","4","231"
"21 rue Pierre Fontaine, 75009 Paris, France","4.5","493"
"16 Place de la Madeleine, 75008 Paris, France","3.5","444"
"1 rue Ampere, 75017 Paris, France","5","76"
"27 rue des Petits Champs, 75001 Paris, France","4.5","38"
"31 avenue Secretan, 75019 Paris, France","4.5","209"
"82 boulevard de Rochechouart | Théâtre Trianon, 75018 Paris, France","4","75"
"82 rue Blanche, 75009 Paris, France","5","16"
"12 Rue des Trois Freres, 75018 Paris, France","5","408"
"10 rue Dauphine, 75006 Paris, France","4.5","36"
"39 rue de Bretagne | Marche des enfants Rouges, 75003 Paris, France","4","70"
"22 rue du Champ de Mars | Numero de la suite, intersection, place, 75007 Paris, France","5","80"
"4 rue du Roi de Sicile | Rez-de Chausee, 75004 Paris, France","5","544"
"10 rue des Haudriettes | près du croisement , Rue des Haudriettes / Rue du Temple, 75003 Paris, France","5","166"
"5 rue Troyon, 75017 Paris, France","4.5","231"
"26 rue de Paris, 92110 Clichy, France","4.5","28"
"21 rue Rambuteau, 75004 Paris, France","4.5","286"
"36 rue Godot de Mauroy, 75009 Paris, France","4.5","120"
"8 rue Letort | Près du métro Jules Joffrin, ligne 12, 75018 Paris, France","4","21"
"22 rue Monsieur le Prince, 75006 Paris, France","4","135"
"10 rue Oberkampf, 75011 Paris, France","3.5","119"
"5 B rue Vernet, 75008 Paris, France","4","197"
"3 rue Valette, 75005 Paris, France","5","129"
"14 boulevard de la Tour Maubourg, 75007 Paris, France","4.5","119"
"5 rue du Commandant Riviere, 75008 Paris, France","4.5","66"
"8 Allee du Verger | Zenitude Relais & Spa - Paris Charles de Gaulle, 95700 Roissy-en-France, France","4","16"
"11 rue de la Grande Chaumiere, 75006 Paris, France","4.5","214"
"8 rue Gambey, 75011 Paris, France","4.5","99"
"18 rue de la Chaise, 75007 Paris, France","4.5","21"
"8 rue des Lombards, 75004 Paris, France","4.5","355"
"2 rue Danton, 75006 Paris, France","4","45"
"48 rue Monge, 75005 Paris, France","4.5","179"
"31 rue Saint Jacques, 75005 Paris, France","4","47"
"86 avenue des Champs Elysees, 75008 Paris, France","3.5","532"
"1 avenue Jean Ruet | Centre Nautique Base Nord, 62520 Le Touquet – Paris-Plage, France","4","393"
"51 rue Gay Lussac, 75005 Paris, France","5","7"
"1 rue des Prouvaires, 75001 Paris, France","4","45"
"37 rue du Faubourg Montmartre, 75009 Paris, France (Formerly Beau & Fort)","4.5","283"
"6 rue du petit Pont, 75005 Paris, France","3","172"
"3 rue Simart, 75018 Paris, France","4.5","48"
"5, rue Sauval, 75001 Paris, France","4.5","50"
"5 rue de Pontoise, 75005 Paris, France","4","224"
"40 rue Traversiere | Metro: Bastille, Gare du Lyon, Ledru-Rollin, 75012 Paris, France","4.5","76"
"61 rue de Courcelles, 75008 Paris, France","4.5","78"
"162 avenue Parmentier, 75010 Paris, France","4.5","28"
"31 avenue de la Bourdonnais, 75007 Paris, France","4.5","609"
"29 rue Lambert | Place Jean Gabin/rue Custine, 75018 Paris, France","4.5","149"
"27 rue Madame, 75006 Paris, France","4.5","87"
"11 rue de Montyon, 75009 Paris, France","4.5","98"
"31 rue la Bruyere, 75009 Paris, France","3.5","99"
"29 avenue Daumesnil, 75012 Paris, France","4","107"
"47 rue Cuvier, 75005 Paris, France","2.5","159"
"1 rue Faidherbe, 75011 Paris, France","4","68"
"Roissy Aeroport CDG | Terminal 2F Paris - Charles De Gaulle, 77990 Le Mesnil-Amelot, France","2.5","143"
"37 avenue Kleber, 75116 Paris, France","4","177"
"20 rue de la Huchette, 75005 Paris, France","4.5","76"
"22 B rue de l Ourcq, 75019 Paris, France","4.5","147"
"12 rue de Candie, 75011 Paris, France","5","277"
"80 avenue Jean Jaures, 75019 Paris, France","4.5","75"
"50 boulevard du Temple | En face du Théatre Dejazet, 75011 Paris, France","4","29"
"163 rue Saint Denis, 75002 Paris, France","4","88"
"89 rue du Faubourg Poissonniere, 75009 Paris, France (Formerly Baoli Bao)","5","655"
"4 rue de Turenne, 75004 Paris, France","4.5","271"
"18 rue d'Abbeville | Corner with rue du Faubourg Poissonnière, 75009 Paris, France","5","269"
"1 rue Tronchet, 75008 Paris, France","3","824"
"8 rue Saint Lazare, 75009 Paris, France","5","769"
"25 avenue de Segur, 75007 Paris, France","4.5","35"
"46 avenue de Suffren, 75015 Paris, France","4.5","204"
"35 Place du Marche Saint Honore, 75001 Paris, France","4","96"
"11 rue Xavier Privas, 75005 Paris, France","2.5","7"
"11 rue Troyon, 75017 Paris, France","4.5","26"
"52 rue Saint Maur, 75011 Paris, France","4","81"
"33 boulevard Beaumarchais, 75003 Paris, France","3.5","602"
"2 rue du Havre | Printemps de l'Homme 2 9th floor, 75009 Paris, France","3.5","436"
"1 place du Trocadero, 75016 Paris, France","4","582"
"10 rue de Grande-Prieure, 75011 Paris, France","4.5","32"
"37 Boulevard du Montparnasse | Montparnasse, 75006 Paris, France","5","1100"
"53 rue de Grenelle | Beaupassage, 75007 Paris, France","3.5","103"
"39 rue des Jeuneurs, 75002 Paris, France","3.5","614"
"19 rue Marbeuf, 75008 Paris, France","5","1"
"122 avenue de Villiers, 75017 Paris, France","4","37"
"56 rue Jean Jacques Rousseau, 75001 Paris, France","4.5","263"
"15 rue Frederic Sauton, 75005 Paris, France","5","1069"
"23 rue des Taillandiers, 75011 Paris, France","4.5","166"
"35 rue de Lourmel, 75015 Paris, France","3.5","13"
"102 T rue Lepic | A few meters from the Moulin de la Galette, 75018 Paris, France","4.5","180"
"61 rue Bonaparte, 75006 Paris, France","3","41"
"10 Place Edouard VII | Théâtre Edouard VII, 75009 Paris, France","3","113"
"15 rue de Bassano, 75116 Paris, France","4.5","117"
"Rond Point des Sports | Centre Tennistique Pierre de Coubertin, 62520 Le Touquet – Paris-Plage, France","3.5","37"
"1-7 rue Jean-Richepin, 75116 Paris, France","3.5","259"
"38 rue de Buci | Boulevard Saint Germain/Rue de Buci, 75006 Paris, France","4.5","1213"
"14 rue des Petits Carreaux, 75002 Paris, France (Formerly Breizh Café Montorgueil)","4","52"
"45 rue de Montreuil, 75011 Paris, France","5","590"
"12 rue Reaumur, 75003 Paris, France","5","264"
"70 rue du Faubourg Saint Martin, 75010 Paris, France","4","59"
"25 rue du Pont aux Choux, 75003 Paris, France (Formerly Botanero)","4.5","67"
"14 rue de Bretagne, 75003 Paris, France","5","5"
"65 quai de la Tournelle, 75005 Paris, France","4","104"
"63 rue Galande, 75005 Paris, France","4","49"
"7 rue Francois Miron, 75004 Paris, France","4","57"
"133 avenue de Flandre, 75019 Paris, France","3.5","22"
"48 rue Jean Pierre Timbaud, 75011 Paris, France","4.5","82"
"54 rue Saint Andre des Arts, 75006 Paris, France","4.5","171"
"10 rue du Commerce, 75015 Paris, France","3.5","11"
"41 rue Delambre, 75014 Paris, France","4","4"
"14 rue Tronchet, 75008 Paris, France","4.5","49"
"184 rue Marcadet | Métro Lamarck-Caulaincourt, 75018 Paris, France","5","32"
"59 boulevard du Montparnasse, 75006 Paris, France","4","1094"
"22 Passage des Panoramas, 75002 Paris, France","4.5","144"
"19 rue Jean Poulmarch, 75010 Paris, France","4.5","11"
"20 Place Dauphine, 75001 Paris, France","3","17"
"45 rue Saint Sauveur, 75002 Paris, France","4","13"
"15 rue Basfroi, 75011 Paris, France","4","13"
"19 rue de Picardie, 75003 Paris, France","5","264"
"151 rue Saint Maur, 75011 Paris, France","5","18"
"110 rue Oberkampf, 75011 Paris, France","4.5","45"
"15 rue de Jouy, 75004 Paris, France","4.5","45"
"59 rue de Miromesnil, 75008 Paris, France","4.5","23"
"17 avenue Mac Mahon, 75017 Paris, France","3.5","14"
"77 rue Boissiere, 75116 Paris, France","5","76"
"140 rue du Faubourg Saint Martin, 75010 Paris, France","4","39"
"140 rue du Faubourg Poissonniere, 75010 Paris, France","4.5","238"
"122 avenue des Champs Elysees, 75008 Paris, France","3","164"
"37 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France","3.5","1238"
"37 boulevard Garibaldi, 75015 Paris, France","5","24"
"9 rue des Capucines, 75001 Paris, France","4.5","34"
"4 rue de la Sourdiere, 75001 Paris, France","4.5","20"
"45 Avenue Kleber, 75116 Paris, France","4","72"
"92 boulevard Beaumarchais, 75011 Paris, France","5","210"
"64 rue Alexandre Dumas, 75011 Paris, France","4.5","84"
"16 rue Vulpian, 75013 Paris, France","4.5","62"
"5 rue Caron, 75004 Paris, France","4.5","30"
"41 rue Coquilliere, 75001 Paris, France","5","18"
"12 rue de Richelieu, 75001 Paris, France","4.5","255"
"202 boulevard Voltaire, 75011 Paris, France","4","8"
"64 rue Sedaine, 75011 Paris, France","5","98"
"1 Place Jacques Rouche | Batiment De L’Opera, 75009 Paris, France","3.5","242"
"79 rue de Seine, 75006 Paris, France","4","88"
"75 rue Mouffetard, 75005 Paris, France","4.5","88"
"27 rue Balard, 75015 Paris, France","4.5","6"
"25 rue de la chaussee D Antin | 8ème Étage, 75009 Paris, France","4","233"
"7 avenue Rachel, 75018 Paris, France","4.5","50"
"165 boulevard du Montparnasse, 75006 Paris, France","4.5","9"
"192 rue Cardinet, 75017 Paris, France","4.5","9"
"28 rue Tholoze, 75018 Paris, France","5","195"
"15 rue Saint Sebastien, 75011 Paris, France","4.5","6"
"18 rue Maitre Albert, 75005 Paris, France","5","126"
"117 rue Saint Honore, 75001 Paris, France","5","2"
"13 rue Rougemont, 75009 Paris, France","5","182"
"12 rue du Champ de Mars, 75007 Paris, France","5","76"
"4 rue Sauval, 75001 Paris, France","4.5","82"
"12 boulevard de Sebastopol, 75004 Paris, France","2.5","472"
"19 rue de Mogador, 75009 Paris, France","4.5","230"
"8 avenue Dutuit | Pavillon Ledoyen, 75008 Paris, France","4.5","125"
"36 rue de Joinville, 75019 Paris, France","5","1"
"32 avenue Matignon, 75008 Paris, France","4.5","135"
"6 rue de Ponthieu, 75008 Paris, France","5","121"
"26 rue de la Grande Truanderie, 75001 Paris, France","3.5","79"
"17 rue Laplace | La Table de colette, 75005 Paris, France","5","587"
"19 rue Saint Sauveur, 75002 Paris, France","4.5","58"
"11, rue d_Enghien, 75010 Paris, France","4.5","255"
"81 boulevard Voltaire, 75011 Paris, France","5","4"
"35 Avenue de l_Opera, 75002 Paris, France","2.5","253"
"24 rue Traversiere, 75012 Paris, France","4","6"
"10 rue de Paris, 77420 Champs-sur-Marne, Marne-la-Vallee, France","5","78"
"7 rue du Chevalier de Saint George, 75008 Paris, France","4","54"
"43 rue de l Arbre Sec, 75001 Paris, France","4.5","11"
"53 rue du Faubourg Saint Antoine, 75011 Paris, France","4","176"
"24 rue du Sentier, 75002 Paris, France","4.5","69"
"35 boulevard Haussmann, 75009 Paris, France","3.5","16"
"94 boulevard des Batignolles, 75017 Paris, France","5","20"
"125, rue du Faubourg Saint-Honore | Metro Ligne 9 - St.Philippe du Roule, 75008 Paris, France","4","51"
"31 B rue Louis Blanc, 75010 Paris, France","4.5","53"
"2 Place Saint Blaise | Reservation, 75020 Paris, France","4","147"
"34 boulevard Raspail, 75007 Paris, France","3","19"
"48 boulevard de Clichy, 75018 Paris, France","4.5","48"
"205 rue Saint Martin, 75003 Paris, France","4","43"
"38 rue Faidherbe, 75011 Paris, France","4.5","12"
"32 rue de Caumartin, 75009 Paris, France (Formerly San Georgio)","3.5","136"
"2 Place Edmond Rostand, 75006 Paris, France","4.5","44"
"33 rue des Rosiers, 75004 Paris, France","4.5","75"
"33 avenue George V, 75008 Paris, France (Formerly Bar1920)","4.5","20"
"27 quai des Grands Augustins, 75006 Paris, France","4","45"
"Port de Suffren, 75007 Paris, France","4.5","55"
"39 rue de l Arbre Sec, 75001 Paris, France","4","47"
"93 rue Montmartre, 75002 Paris, France","4.5","256"
"91 rue de Rivoli, 75001 Paris, France","3.5","34"
"2 Place de la Concorde, 75008 Paris, France","2.5","116"
"13 B avenue Parmentier, 75011 Paris, France","4.5","20"
"47 rue Cuvier | Jardin des Plantes, 75005 Paris, France","4.5","52"
"8 quai du Louvre, 75001 Paris, France","3.5","28"
"39 Bd Du Temple, 75003 Paris, France","4","83"
"48 rue du Louvre, 75001 Paris, France","2","34"
"20 rue Quentin Bauchart, 75008 Paris, France","1.5","15"
"43 rue Etienne Marcel, 75001 Paris, France","3","29"
"117 rue du Cherche Midi, 75006 Paris, France","5","16"
"34 rue de la Roquette, 75011 Paris, France","4","1"
